WKT,nama,deskripsi
"GEOMETRYCOLLECTION (POLYGON ((106.9569707 -6.2311693, 106.9657254 -6.2356061, 106.9561254 -6.2305942, 106.9569707 -6.2311693)), POLYGON ((106.9561254 -6.2305942, 106.9471411 -6.2244809, 106.9509177 -6.2181668, 106.9570975 -6.2185081, 106.9591574 -6.2127059, 106.9620756 -6.2144124, 106.9661955 -6.2069037, 106.9656805 -6.2009307, 106.9677405 -6.1973469, 106.9663672 -6.1946164, 106.9696287 -6.1946164, 106.9699721 -6.1894966, 106.9716887 -6.1814755, 106.9708304 -6.1630435, 106.9728903 -6.1444402, 106.9703154 -6.1060369, 106.9680838 -6.0920404, 106.9622473 -6.0800918, 106.9320349 -6.0775313, 106.8935828 -6.0705327, 106.8575339 -6.0705327, 106.8115286 -6.0788969, 106.7842345 -6.0865782, 106.7696432 -6.0792383, 106.7507605 -6.0734346, 106.7284445 -6.083335, 106.725354 -6.0884557, 106.6841553 -6.0952834, 106.6903351 -6.1062075, 106.6985748 -6.1116695, 106.6848419 -6.1171314, 106.6862152 -6.1287378, 106.6910217 -6.1410266, 106.6889618 -6.1574113, 106.6903351 -6.1758434, 106.7178009 -6.1874485, 106.7198608 -6.1956402, 106.7178009 -6.2236275, 106.7432068 -6.2284057, 106.7486999 -6.2413748, 106.7486999 -6.2516133, 106.7569397 -6.267312, 106.7507599 -6.2700422, 106.7603729 -6.2802801, 106.7686126 -6.2966605, 106.7789123 -6.3164527, 106.8077514 -6.3150877, 106.800885 -6.3410213, 106.7919586 -6.3512578, 106.796542 -6.3653679, 106.8281277 -6.3558141, 106.8418606 -6.3408005, 106.8542203 -6.3394356, 106.8706997 -6.3558141, 106.8885525 -6.3694624, 106.9160183 -6.3640031, 106.9215115 -6.3053121, 106.9157716 -6.2970358, 106.9089052 -6.2946471, 106.9085618 -6.2820206, 106.9089052 -6.2714414, 106.9047853 -6.2680287, 106.9047853 -6.2605207, 106.9109651 -6.2550602, 106.9168016 -6.2581317, 106.9188615 -6.2492585, 106.9253846 -6.2540364, 106.9432374 -6.25233, 106.9428941 -6.237996, 106.9487306 -6.2267333, 106.9561254 -6.2305942)))",DKI Jakarta,
