WKT,nama,deskripsi
"POLYGON ((106.8950581 -6.3883227, 106.8905949 -6.3855931, 106.8856166 -6.3845694, 106.8802952 -6.3825224, 106.876862 -6.3828636, 106.8576359 -6.3794517, 106.8442463 -6.3794516, 106.8442639 -6.3622971, 106.8432252 -6.3550082, 106.8377232 -6.35352, 106.8243337 -6.3559085, 106.8106007 -6.3637563, 106.8027043 -6.3640975, 106.7934346 -6.36478, 106.7934346 -6.35352, 106.7930912 -6.3477193, 106.7978978 -6.345672, 106.7992711 -6.3388476, 106.8016743 -6.3327055, 106.8061375 -6.3241748, 106.8077514 -6.3150877, 106.7789123 -6.3164527, 106.7783284 -6.324516, 106.7735218 -6.3368003, 106.7752385 -6.342601, 106.7697453 -6.3565909, 106.7632222 -6.3555673, 106.7601323 -6.3606855, 106.7319798 -6.3593206, 106.7306065 -6.3668272, 106.7264866 -6.3705804, 106.7316365 -6.3862755, 106.7343831 -6.4023113, 106.7415928 -6.4046996, 106.7536091 -6.4077702, 106.7522358 -6.4268758, 106.7467427 -6.4384753, 106.737473 -6.4476864, 106.757729 -6.4480276, 106.7738652 -6.4435926, 106.7858815 -6.4476864, 106.7872548 -6.4408634, 106.7972111 -6.4415457, 106.8020176 -6.4483687, 106.8171238 -6.4111819, 106.822617 -6.4176642, 106.8284535 -6.4241465, 106.8257069 -6.4394987, 106.8263936 -6.4476864, 106.822617 -6.467814, 106.8312001 -6.4688374, 106.8404698 -6.4671317, 106.8411564 -6.4514391, 106.8483662 -6.4596266, 106.855576 -6.4650848, 106.8600392 -6.4586032, 106.8723988 -6.4452984, 106.8881916 -6.4319932, 106.8967747 -6.4224406, 106.899178 -6.4070878, 106.8950581 -6.3883227))",Depok,
