WKT,nama,deskripsi
"POLYGON ((106.7983757 -6.2146177, 106.7983355 -6.2162614, 106.7983355 -6.2181385, 106.7983355 -6.2203997, 106.7998402 -6.2212757, 106.8022435 -6.2221289, 106.8037885 -6.2234941, 106.8049015 -6.2246232, 106.8059771 -6.2237501, 106.807565 -6.2227689, 106.8085922 -6.2221062, 106.8081658 -6.221233, 106.8083321 -6.2186067, 106.8083965 -6.2156843, 106.8061863 -6.215535, 106.8062722 -6.2143617, 106.8061005 -6.2127832, 106.8027156 -6.2135963, 106.7983757 -6.2146177))",GBK,
