WKT,nama,deskripsi
"POLYGON ((106.8506967 -6.2332749, 106.850525 -6.2337228, 106.8506967 -6.2341708, 106.8513189 -6.2347894, 106.8524562 -6.2355359, 106.852778 -6.2362612, 106.8524991 -6.2370717, 106.8520914 -6.2384369, 106.8517266 -6.2398234, 106.8522201 -6.2409326, 106.8527351 -6.2421271, 106.8539582 -6.2420844, 106.8538938 -6.2418071, 106.8531428 -6.2408686, 106.8529283 -6.239994, 106.853293 -6.2385649, 106.8535291 -6.2373704, 106.853572 -6.2361119, 106.8532716 -6.2347254, 106.8528424 -6.234768, 106.8524991 -6.2335095, 106.8513404 -6.2335095, 106.8511687 -6.2329976, 106.8509112 -6.2327629, 106.8506967 -6.2332749))",Tebet Echo Park,
